SubjectNumber,SubjectOrder,item,RESP,Condition,CRESP,ACC,RespNum,Test,Phrase,PhraseNum
29,13,resp2ph1test2,1,WithCue,1,1,resp2,test2,Phrase,1
40,14,resp2ph1test2,2,WithCue,1,0,resp2,test2,Phrase,1
49,15,resp2ph1test2,1,WithCue,1,1,resp2,test2,Phrase,1
52,16,resp2ph1test2,1,WithCue,1,1,resp2,test2,Phrase,1
53,17,resp2ph1test2,2,WithCue,1,0,resp2,test2,Phrase,1
54,18,resp2ph1test2,1,WithCue,1,1,resp2,test2,Phrase,1
66,19,resp2ph1test2,1,WithCue,1,1,resp2,test2,Phrase,1
97,20,resp2ph1test2,2,WithCue,1,0,resp2,test2,Phrase,1
1,1,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
2,2,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
3,3,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
5,4,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
6,5,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
11,6,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
15,7,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
16,8,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
22,9,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
25,10,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
26,11,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
28,12,resp2ph2test2,2,WithCue,2,1,resp2,test2,Phrase,2
29,13,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
40,14,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
49,15,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
52,16,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
53,17,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
54,18,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
66,19,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
97,20,resp2ph2test2,1,WithCue,2,0,resp2,test2,Phrase,2
1,1,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
2,2,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
3,3,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
5,4,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
6,5,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
11,6,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
15,7,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
16,8,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
22,9,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
25,10,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
26,11,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
28,12,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
29,13,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
40,14,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
49,15,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
52,16,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
53,17,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
54,18,resp2ph3test2,1,WithCue,1,1,resp2,test2,Phrase,3
66,19,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
97,20,resp2ph3test2,2,WithCue,1,0,resp2,test2,Phrase,3
7,1,resp1test1,2,WithoutCue,1,0,resp1,test1,NonPhrase,NA
8,2,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
9,3,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
10,4,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
13,5,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
14,6,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
19,7,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
20,8,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
21,9,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
24,10,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
27,11,resp1test1,2,WithoutCue,1,0,resp1,test1,NonPhrase,NA
41,12,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
42,13,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
43,14,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
44,15,resp1test1,2,WithoutCue,1,0,resp1,test1,NonPhrase,NA
46,16,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
58,17,resp1test1,2,WithoutCue,1,0,resp1,test1,NonPhrase,NA
61,18,resp1test1,1,WithoutCue,1,1,resp1,test1,NonPhrase,NA
98,19,resp1test1,2,WithoutCue,1,0,resp1,test1,NonPhrase,NA
99,20,resp1test1,2,WithoutCue,1,0,resp1,test1,NonPhrase,NA
7,1,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
8,2,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
9,3,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
10,4,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
13,5,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
14,6,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
19,7,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
20,8,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
21,9,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
24,10,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
27,11,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
41,12,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
42,13,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
43,14,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
44,15,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
46,16,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
58,17,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
61,18,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
98,19,resp2test1,2,WithoutCue,1,0,resp2,test1,NonPhrase,NA
99,20,resp2test1,1,WithoutCue,1,1,resp2,test1,NonPhrase,NA
7,1,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
8,2,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
9,3,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
10,4,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
13,5,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
14,6,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
19,7,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
20,8,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
21,9,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
24,10,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
27,11,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
41,12,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
42,13,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
43,14,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
44,15,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
46,16,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
58,17,resp3test1,2,WithoutCue,2,1,resp3,test1,NonPhrase,NA
61,18,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
98,19,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
99,20,resp3test1,1,WithoutCue,2,0,resp3,test1,NonPhrase,NA
7,1,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
8,2,resp4test1,2,WithoutCue,1,0,resp4,test1,NonPhrase,NA
9,3,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
10,4,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
13,5,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
14,6,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
19,7,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
20,8,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
21,9,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
24,10,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
27,11,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
41,12,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
42,13,resp4test1,2,WithoutCue,1,0,resp4,test1,NonPhrase,NA
43,14,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
44,15,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
46,16,resp4test1,2,WithoutCue,1,0,resp4,test1,NonPhrase,NA
58,17,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
61,18,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
98,19,resp4test1,2,WithoutCue,1,0,resp4,test1,NonPhrase,NA
99,20,resp4test1,1,WithoutCue,1,1,resp4,test1,NonPhrase,NA
7,1,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
8,2,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
9,3,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
10,4,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
13,5,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
14,6,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
19,7,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
20,8,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
21,9,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
24,10,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
27,11,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
41,12,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
42,13,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
43,14,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
44,15,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
46,16,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
58,17,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
61,18,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
98,19,resp5test1,1,WithoutCue,2,0,resp5,test1,NonPhrase,NA
99,20,resp5test1,2,WithoutCue,2,1,resp5,test1,NonPhrase,NA
7,1,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
8,2,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
9,3,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
10,4,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
13,5,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
14,6,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
19,7,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
20,8,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
21,9,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
24,10,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
27,11,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
41,12,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
42,13,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
43,14,resp6test1,2,WithoutCue,2,1,resp6,test1,NonPhrase,NA
44,15,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
46,16,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
58,17,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
61,18,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
98,19,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
99,20,resp6test1,1,WithoutCue,2,0,resp6,test1,NonPhrase,NA
7,1,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
8,2,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
9,3,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
10,4,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
13,5,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
14,6,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
19,7,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
20,8,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
21,9,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
24,10,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
27,11,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
41,12,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
42,13,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
43,14,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
44,15,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
46,16,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
58,17,resp1test2,1,WithoutCue,2,0,resp1,test2,NonPhrase,NA
61,18,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
98,19,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
99,20,resp1test2,2,WithoutCue,2,1,resp1,test2,NonPhrase,NA
7,1,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
8,2,resp2test2,2,WithoutCue,1,0,resp2,test2,NonPhrase,NA
9,3,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
10,4,resp2test2,2,WithoutCue,1,0,resp2,test2,NonPhrase,NA
13,5,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
14,6,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
19,7,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
20,8,resp2test2,2,WithoutCue,1,0,resp2,test2,NonPhrase,NA
21,9,resp2test2,2,WithoutCue,1,0,resp2,test2,NonPhrase,NA
24,10,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
27,11,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
41,12,resp2test2,2,WithoutCue,1,0,resp2,test2,NonPhrase,NA
42,13,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
43,14,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
44,15,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
46,16,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
58,17,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
61,18,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
98,19,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
99,20,resp2test2,1,WithoutCue,1,1,resp2,test2,NonPhrase,NA
7,1,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
8,2,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
9,3,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
10,4,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
13,5,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
14,6,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
19,7,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
20,8,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
21,9,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
24,10,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
27,11,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
41,12,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
42,13,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
43,14,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
44,15,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
46,16,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
58,17,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
61,18,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
98,19,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
99,20,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
7,1,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
8,2,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
9,3,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
10,4,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
13,5,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
14,6,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
19,7,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
20,8,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
21,9,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
24,10,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
27,11,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
41,12,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
42,13,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
43,14,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
44,15,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
46,16,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
58,17,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
61,18,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
98,19,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
99,20,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
7,1,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
8,2,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
9,3,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
10,4,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
13,5,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
14,6,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
19,7,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
20,8,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
21,9,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
24,10,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
27,11,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
41,12,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
42,13,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
43,14,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
44,15,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
46,16,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
58,17,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
61,18,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
98,19,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
99,20,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
7,1,resp6test2,2,WithoutCue,1,0,resp6,test2,NonPhrase,NA
8,2,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
9,3,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
10,4,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
13,5,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
14,6,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
19,7,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
20,8,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
21,9,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
24,10,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
27,11,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
41,12,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
42,13,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
43,14,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
44,15,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
46,16,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
58,17,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
61,18,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
98,19,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
99,20,resp6test2,2,WithoutCue,1,0,resp6,test2,NonPhrase,NA
7,1,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
8,2,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
9,3,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
10,4,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
13,5,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
14,6,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
19,7,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
20,8,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
21,9,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
24,10,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
27,11,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
41,12,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
42,13,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
43,14,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
44,15,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
46,16,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
58,17,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
61,18,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
98,19,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
99,20,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
7,1,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
8,2,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
9,3,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
10,4,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
13,5,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
14,6,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
19,7,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
20,8,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
21,9,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
24,10,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
27,11,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
41,12,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
42,13,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
43,14,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
44,15,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
46,16,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
58,17,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
61,18,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
98,19,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
99,20,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
7,1,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
8,2,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
9,3,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
10,4,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
13,5,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
14,6,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
19,7,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
20,8,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
21,9,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
24,10,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
27,11,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
41,12,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
42,13,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
43,14,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
44,15,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
46,16,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
58,17,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
61,18,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
98,19,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
99,20,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
7,1,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
8,2,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
9,3,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
