SubjectNumber,SubjectOrder,Condition,item,RESP,CRESP,ACC,RespNum,Test,TestType,Phrase,PhraseNum
34,5,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
35,6,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
36,7,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
37,8,EightyOld,resp5test2,1,2,0,resp5,test2,Predictive,NonPhrase,NA
38,9,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
39,10,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
47,11,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
48,12,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
50,13,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
55,14,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
56,15,EightyOld,resp5test2,1,2,0,resp5,test2,Predictive,NonPhrase,NA
59,16,EightyOld,resp5test2,1,2,0,resp5,test2,Predictive,NonPhrase,NA
60,17,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
62,18,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
65,19,EightyOld,resp5test2,2,2,1,resp5,test2,Predictive,NonPhrase,NA
100,20,EightyOld,resp5test2,1,2,0,resp5,test2,Predictive,NonPhrase,NA
63,1,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
64,2,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
67,3,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
68,4,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
69,5,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
70,6,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
71,7,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
72,8,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
73,9,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
74,10,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
75,11,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
76,12,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
92,13,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
95,14,SixtyOld,resp5test2,2,1,0,resp5,test2,Predictive,NonPhrase,NA
102,15,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
106,16,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
107,17,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
108,18,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
109,19,SixtyOld,resp5test2,1,1,1,resp5,test2,Predictive,NonPhrase,NA
111,20,SixtyOld,resp5test2,2,1,0,resp5,test2,Predictive,NonPhrase,NA
77,1,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
78,2,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
79,3,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
81,4,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
82,5,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
83,6,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
84,7,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
85,8,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
86,9,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
87,10,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
88,11,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
90,12,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
91,13,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
94,14,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
96,15,EightyNew,resp6test2,2,1,0,resp6,test2,Predictive,NonPhrase,NA
101,16,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
103,17,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
104,18,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
105,19,EightyNew,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
110,20,EightyNew,resp6test2,2,1,0,resp6,test2,Predictive,NonPhrase,NA
30,1,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
31,2,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
32,3,EightyOld,resp6test2,2,1,0,resp6,test2,Predictive,NonPhrase,NA
33,4,EightyOld,resp6test2,2,1,0,resp6,test2,Predictive,NonPhrase,NA
34,5,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
35,6,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
36,7,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
37,8,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
38,9,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
39,10,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
47,11,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
48,12,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
50,13,EightyOld,resp6test2,2,1,0,resp6,test2,Predictive,NonPhrase,NA
55,14,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
56,15,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
59,16,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
60,17,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
62,18,EightyOld,resp6test2,2,1,0,resp6,test2,Predictive,NonPhrase,NA
65,19,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
100,20,EightyOld,resp6test2,1,1,1,resp6,test2,Predictive,NonPhrase,NA
63,1,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
64,2,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
67,3,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
68,4,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
69,5,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
70,6,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
71,7,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
72,8,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
73,9,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
74,10,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
75,11,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
76,12,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
92,13,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
95,14,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
102,15,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
106,16,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
107,17,SixtyOld,resp6test2,2,2,1,resp6,test2,Predictive,NonPhrase,NA
108,18,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
109,19,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
111,20,SixtyOld,resp6test2,1,2,0,resp6,test2,Predictive,NonPhrase,NA
77,1,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
78,2,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
79,3,EightyNew,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
81,4,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
82,5,EightyNew,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
83,6,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
84,7,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
85,8,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
86,9,EightyNew,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
87,10,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
88,11,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
90,12,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
91,13,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
94,14,EightyNew,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
96,15,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
101,16,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
103,17,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
104,18,EightyNew,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
105,19,EightyNew,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
110,20,EightyNew,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
30,1,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
31,2,EightyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
32,3,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
33,4,EightyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
34,5,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
35,6,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
36,7,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
37,8,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
38,9,EightyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
39,10,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
47,11,EightyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
48,12,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
50,13,EightyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
55,14,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
56,15,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
59,16,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
60,17,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
62,18,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
65,19,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
100,20,EightyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
63,1,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
64,2,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
67,3,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
68,4,SixtyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
69,5,SixtyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
70,6,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
71,7,SixtyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
72,8,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
73,9,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
74,10,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
75,11,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
76,12,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
92,13,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
95,14,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
102,15,SixtyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
106,16,SixtyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
107,17,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
108,18,SixtyOld,resp1ph1test1,2,1,0,resp1,test1,Predictive,Phrase,1
109,19,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
111,20,SixtyOld,resp1ph1test1,1,1,1,resp1,test1,Predictive,Phrase,1
77,1,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
78,2,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
79,3,EightyNew,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
81,4,EightyNew,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
82,5,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
83,6,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
84,7,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
85,8,EightyNew,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
86,9,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
87,10,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
88,11,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
90,12,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
91,13,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
94,14,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
96,15,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
101,16,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
103,17,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
104,18,EightyNew,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
105,19,EightyNew,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
110,20,EightyNew,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
30,1,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
31,2,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
32,3,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
33,4,EightyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
34,5,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
35,6,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
36,7,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
37,8,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
38,9,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
39,10,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
47,11,EightyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
48,12,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
50,13,EightyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
55,14,EightyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
56,15,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
59,16,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
60,17,EightyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
62,18,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
65,19,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
100,20,EightyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
63,1,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
64,2,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
67,3,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
68,4,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
69,5,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
70,6,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
71,7,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
72,8,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
73,9,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
74,10,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
75,11,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
76,12,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
92,13,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
95,14,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
102,15,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
106,16,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
107,17,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
108,18,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
109,19,SixtyOld,resp1ph2test1,1,1,1,resp1,test1,Predictive,Phrase,2
111,20,SixtyOld,resp1ph2test1,2,1,0,resp1,test1,Predictive,Phrase,2
77,1,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
78,2,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
79,3,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
81,4,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
82,5,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
83,6,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
84,7,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
85,8,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
86,9,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
87,10,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
88,11,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
90,12,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
91,13,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
94,14,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
96,15,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
101,16,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
103,17,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
104,18,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
105,19,EightyNew,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
110,20,EightyNew,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
30,1,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
31,2,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
32,3,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
33,4,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
34,5,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
35,6,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
36,7,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
37,8,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
38,9,EightyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
39,10,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
47,11,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
48,12,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
50,13,EightyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
55,14,EightyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
56,15,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
59,16,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
60,17,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
62,18,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
65,19,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
100,20,EightyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
63,1,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
64,2,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
67,3,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
68,4,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
69,5,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
70,6,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
71,7,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
72,8,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
73,9,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
74,10,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
75,11,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
76,12,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
92,13,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
95,14,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
102,15,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
106,16,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
107,17,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
108,18,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
109,19,SixtyOld,resp1ph3test1,2,2,1,resp1,test1,Predictive,Phrase,3
111,20,SixtyOld,resp1ph3test1,1,2,0,resp1,test1,Predictive,Phrase,3
77,1,EightyNew,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
78,2,EightyNew,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
79,3,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
81,4,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
82,5,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
83,6,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
84,7,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
85,8,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
86,9,EightyNew,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
87,10,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
88,11,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
90,12,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
91,13,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
94,14,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
96,15,EightyNew,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
101,16,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
103,17,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
104,18,EightyNew,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
105,19,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
110,20,EightyNew,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
30,1,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
31,2,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
32,3,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
33,4,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
34,5,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
35,6,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
36,7,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
37,8,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
38,9,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
39,10,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
47,11,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
48,12,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
50,13,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
55,14,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
56,15,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
59,16,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
60,17,EightyOld,resp2ph1test1,1,2,0,resp2,test1,Predictive,Phrase,1
62,18,EightyOld,resp2ph1test1,2,2,1,resp2,test1,Predictive,Phrase,1
